person,age,income,days_of_membership,money_spent,money_gained,event_offer_completed,event_offer_viewed,event_transaction,event_auto_completed,gender_F,gender_M,gender_O,CLOSEST_CLUSTER
23c4b658871a4d47802b3b148444560a,54,74000.0,415,20.738333333333333,7.5,2,3,6,0,0,1,0,1
23c90b19c0754fedba9ce517ff067213,36,73000.0,382,5.721666666666667,2.0,1,2,6,0,1,0,0,2
23ca13cb82874a869fa16b0b617ca877,45,55000.0,389,14.107777777777777,8.333333333333334,3,3,9,0,0,1,0,0
23cac9b547fe47048c0fe8ac758dc7a7,64,57000.0,413,10.786666666666667,0.0,1,5,3,0,0,1,0,2
23ce738b421d4731a8f8c09dea537aea,32,54000.0,197,3.53625,2.3333333333333335,3,5,8,0,1,0,0,2
23d166014997487fa0a937ba68e140ea,23,42000.0,1483,3.5335,7.5,2,2,20,0,0,1,0,0
23d57185ce92402b9c67300bd5775f77,59,78000.0,654,20.25,5.0,3,3,7,0,0,1,0,1
23d67a23296a485781e69c109a10a1cf,38,48000.0,1599,2.723181818181818,0.0,5,6,22,0,0,1,0,0
23dfcdb8237347dca870bf78d7fa823c,67,86000.0,647,96.20363636363636,8.333333333333334,3,3,11,0,1,0,0,1
23e86a023f81441db473f5dfb47a8d7e,58,95000.0,360,22.86,0.0,0,3,1,0,1,0,0,2
23e92c97bc984b23b7dfc48e9c692566,47,57000.0,95,5.396666666666667,0.0,0,2,6,0,1,0,0,2
23e9ff13012844d2b66bed7c0195469b,60,56000.0,822,11.605714285714285,5.8,5,5,21,0,0,1,0,0
23f9e3baf42b43148fee9bbbc3530c7a,69,87000.0,386,26.605,5.0,2,3,2,0,1,0,0,1
23fe1476e9154136b5b55eed413743a6,59,90000.0,442,27.808333333333334,4.0,2,5,6,2,1,0,0,1
24022eeb90164d86b193086aebe1f642,51,100000.0,112,20.335,4.0,2,4,4,0,1,0,0,1
240b9202dcfc477cab8dfde33f0df699,65,90000.0,1096,27.619999999999997,2.6666666666666665,2,2,5,1,1,0,0,1
240eaede0a3c438ca9e85bfcc2fac550,58,42000.0,1066,24.64111111111111,6.0,3,3,18,1,1,0,0,0
240f9e161db24e10bbcc963e3a3f80f9,52,74000.0,268,2.4699999999999998,0.0,0,4,3,0,0,1,0,2
24115a61df25473e84a8a03f3c98de1a,54,39000.0,148,9.896666666666667,4.8,4,5,18,1,0,1,0,0
2415d4b87264461d871e81513edc4fb0,69,44000.0,1529,3.043571428571428,3.5,2,3,14,0,0,1,0,0
2415e94667fb46cc815d1092ae5fa760,33,38000.0,348,5.510000000000001,0.0,1,1,6,0,0,1,0,2
2419fe087def431fb74653819fe2a2b7,76,51000.0,347,3.308,0.0,0,3,5,0,0,1,0,2
24206c31fa2f492080d941db22b1a195,70,42000.0,439,1.8,0.0,0,3,1,0,1,0,0,2
2423ad34c87244f9a6dba4f1d139531f,29,38000.0,534,9.649285714285714,7.666666666666667,4,4,14,0,0,1,0,0
2427b30ffe91466dbb0189aa74c64253,57,80000.0,355,17.137999999999998,5.666666666666667,1,2,5,2,0,1,0,1
242ae46c55a74e1797499e12308c3965,62,68000.0,1681,14.686250000000001,3.8,4,5,8,1,0,1,0,0
24306c53db4a41aca1c2e10cc4f935da,43,74000.0,519,18.424166666666665,5.8,4,4,12,1,0,1,0,0
2430f060c40a4ab9915b763d075b36ab,54,72000.0,183,6.579166666666666,5.0,4,4,12,0,0,1,0,0
24319b0f9bdf43709d92140f202c7549,23,38000.0,211,3.229,3.5,2,3,10,0,0,1,0,2
2436d6f5405d4684adbe768aa7d12001,57,52000.0,303,7.219565217391303,3.0,2,3,23,0,0,1,0,0
243a4e2c782d4a5484d62062e9960055,67,75000.0,710,19.9125,10.0,1,1,8,0,0,1,0,1
2443e88307574f2e84baa52e41142232,54,49000.0,302,11.412222222222223,7.5,3,4,9,0,0,1,0,0
2445224464874d4386da659054a2847c,71,55000.0,204,10.11,3.0,1,3,2,0,1,0,0,2
2449f2f011d24c849f72b15303f89f4b,37,51000.0,991,15.682222222222224,10.0,1,3,9,0,1,0,0,0
244b3b12df524021b73a4ba9f2381001,73,93000.0,1703,29.345,0.0,2,2,4,0,0,1,0,1
244d3bc4a9bf4483a7c769b7f1079744,47,39000.0,619,2.896,5.0,1,2,15,0,0,1,0,0
24501d31d7464c30ba2b44fc5126ddf5,50,86000.0,741,23.026666666666664,7.333333333333333,5,5,9,0,1,0,0,0
2457e3daf5e74fbbbdfe90f2b2ee8212,64,55000.0,356,10.92,0.0,0,4,2,0,1,0,0,2
2459a2c15aa6485786c095a1d5b39d18,54,103000.0,345,24.7575,4.666666666666667,3,5,8,1,1,0,0,1
245f68e8b7734ccb9e43e43063cf2c7c,44,49000.0,294,15.469,5.75,3,3,10,1,1,0,0,0
246094ce7b5f4bfab1e3e91a9127ec3b,66,74000.0,691,21.985714285714284,3.5,2,3,7,1,1,0,0,1
246126838bba45659893c568a5abbb9c,88,64000.0,403,19.18444444444445,5.0,3,3,9,1,0,1,0,1
246541d803784db28d206473119c6233,77,68000.0,533,16.821666666666662,7.5,2,3,6,0,0,1,0,1
2465878cae3d4d7eac6813ffafd01414,64,84000.0,494,25.076666666666668,2.0,4,4,9,0,1,0,0,1
2472b0a245024b37bc45e6b902a4a801,59,115000.0,807,25.491666666666664,4.25,3,4,6,1,1,0,0,1
24768f77cf174c6d9cd7a8c5b7f7a4c3,40,57000.0,174,19.593333333333334,2.0,1,4,3,0,0,1,0,2
247b5e234272439594e9b4024d7a6eea,64,71000.0,404,17.363333333333333,2.5,1,3,3,1,1,0,0,1
2481f1fcfbcb4b288e5a03af02d95373,64,83000.0,663,20.9475,2.0,1,1,4,2,1,0,0,1
248299cb7b7c4aa184e23eb2d5969b6d,54,99000.0,514,19.304,6.0,3,3,5,0,0,1,0,1
248bbe21f980472db713800afcc46816,42,66000.0,394,15.107,6.5,3,5,10,0,1,0,0,0
248dc37acf3f4197b0a92bda480e57a5,75,37000.0,142,3.8733333333333335,0.0,0,3,3,0,0,1,0,2
24917beca55343b0803f7791b126d399,75,82000.0,1158,21.59166666666667,2.0,2,2,6,0,0,1,0,1
2491a9329c6549e499227359135bba92,51,80000.0,256,0.0,0.0,0,3,0,0,1,0,0,2
249acca93b064e4a81a41c8340e2ef84,95,66000.0,864,12.978,6.75,4,4,10,0,1,0,0,0
249f8b93457642ccb1e8a22f956887e1,52,58000.0,236,2.785,0.0,0,2,2,0,0,1,0,2
24a3df24be334727a9b6a704a1b536e6,45,33000.0,1638,2.9699999999999998,3.0,1,4,14,0,0,1,0,0
24ab1d9c55254e8eb9d263f3bf3d98fc,60,52000.0,614,11.633750000000001,4.8,6,6,16,0,1,0,0,0
24ade653d9a4485c89f31a8316367930,74,84000.0,156,22.662,4.666666666666667,3,6,5,1,0,1,0,1
24af8aec316e4416ac96ddefba45b873,51,75000.0,171,26.523333333333337,10.0,0,3,3,1,0,1,0,1
24b13db9ecca4db1b18a86c2bbc64b03,27,53000.0,406,2.735,0.0,0,4,6,0,0,1,0,2
24b7186006df42968b948016dda0030a,77,57000.0,1830,14.363333333333332,2.0,2,4,6,0,1,0,0,0
24bc961aac694468975e6c3cb4d49755,55,64000.0,836,18.13,10.0,1,2,4,0,0,1,0,1
24be0137591244c7b191b11c0da21218,49,72000.0,954,18.93764705882353,3.0,5,5,17,0,1,0,0,0
24bfa125f2ba493f9b5f7abacc83f796,40,58000.0,809,15.016874999999999,6.25,4,5,16,0,1,0,0,0
24c1287eb7a84cfd80472a82e05b1d57,100,63000.0,1147,15.544285714285715,3.5,4,4,14,0,1,0,0,0
24c6acb661704e08aa8f57c497edc663,45,41000.0,412,4.426,0.0,2,3,5,0,0,1,0,2
24ca64fbcf5e433fba3554d60b0d0433,20,33000.0,255,7.42,6.0,1,2,10,1,0,0,1,2
24ca691f4052491ab91968123408266b,79,61000.0,1421,16.095000000000002,10.0,4,4,6,0,1,0,0,0
24cfb4077ad847f29a04b1299ebf40f6,57,73000.0,365,25.447499999999998,5.0,1,4,4,0,0,1,0,1
24d448bb96b64b958edd6ba2f4f767c5,47,38000.0,444,3.1300000000000003,2.0,1,2,4,0,0,1,0,2
24d7eab2cde84fc5a770373b672ef8fa,20,55000.0,746,12.843333333333334,5.666666666666667,3,3,15,1,1,0,0,0
24e1795cb9894e078644210adf514d18,55,79000.0,217,18.618000000000002,4.25,3,6,5,1,0,0,1,1
24e6f5617531403cb019e7995822c6fb,69,31000.0,289,4.7299999999999995,5.0,2,2,3,0,0,1,0,2
24e97f8491804e43ac0865ae93b54ca9,20,39000.0,91,2.948,5.0,1,3,5,1,0,1,0,2
24eb364cc1914ee386aa13bd836a2ee2,56,70000.0,110,16.7125,6.5,2,3,4,1,0,1,0,1
24f0bf1e24774167853ce2e31623f25c,39,51000.0,778,13.659,2.75,4,4,10,0,0,1,0,0
24f1885ca61046c4b86b19858d3ae911,83,93000.0,490,23.24,3.6666666666666665,3,4,12,0,1,0,0,1
24f56b5e1849462093931b164eb803b5,48,80000.0,294,18.7675,2.0,1,2,4,0,1,0,0,2
24ffb1b73fcc4f6bba82a9354eaf7744,56,58000.0,214,2.27,0.0,0,2,3,0,0,1,0,2
250032cbd1b94b2b822f036f18fb407c,74,34000.0,443,2.2699999999999996,0.0,1,4,5,0,0,1,0,2
2500fe5284fe48bda992027d36355059,51,72000.0,624,19.57,2.0,0,1,1,1,1,0,0,1
25015650d5fb4a8b96e6d289e76cc892,58,76000.0,210,15.4,0.0,1,2,1,0,1,0,0,2
250cb99fa6aa4f428aef102c557c954d,20,44000.0,181,4.1433333333333335,0.0,0,3,6,0,0,1,0,2
251d8e61db61415fbb3eee0b89ef40e1,54,66000.0,397,17.1,6.666666666666667,5,5,16,1,1,0,0,0
251dba96cd2949c4ba222e1b66838ea1,40,65000.0,676,17.87277777777778,10.0,3,3,18,0,1,0,0,0
2520c1ca400d43f4bf52ed6f482a6a75,39,99000.0,1105,24.437222222222218,2.75,5,5,18,0,1,0,0,0
2524958e4c684e508ec5c42e5600ec20,51,64000.0,1159,15.974999999999998,8.333333333333334,4,5,4,0,0,1,0,0
2526704eb7f24f4a8b1c2487912baa17,41,35000.0,937,7.282380952380953,7.5,2,3,21,0,1,0,0,0
25289293a27140a6884abcf45087e8a2,53,58000.0,922,15.067142857142857,5.0,3,4,7,0,0,1,0,0
252940e2b1a94d668fc1673aa83632c0,56,42000.0,915,10.229999999999999,2.5,2,2,9,0,1,0,0,0
25298fbc021146faad360b5e0a5f92d1,69,70000.0,935,18.143,7.333333333333333,4,4,10,0,1,0,0,0
2529c86c1fe24e559affca836422208f,69,68000.0,126,2.97,2.0,1,3,6,0,0,1,0,2
252f458eaf1c4358b390f6bdcba12b58,46,80000.0,395,24.573,6.0,4,5,10,0,1,0,0,0
2531d3b6001a4d48bff0a91ceceb97a0,43,49000.0,306,12.66625,5.75,4,4,16,1,0,1,0,0
2535a0b4c6514f7f9bfee402516da719,67,94000.0,760,25.725714285714282,5.0,3,4,7,0,0,1,0,1
2537d7d802c84a44875012770887c4e9,46,76000.0,240,10.75,2.0,1,5,1,0,1,0,0,2
2538662ed6de430bbfffbc230a12d740,31,55000.0,807,3.4950000000000006,0.0,2,3,14,0,0,1,0,0
253928e13e194249af6f2ff4003498cb,59,77000.0,588,22.957,3.3333333333333335,5,5,10,1,1,0,0,0
25417089cb08467a94811abf01e1796f,53,91000.0,189,27.203333333333333,4.666666666666667,2,2,3,1,1,0,0,1
2546722a0e4c47c4a7133bd185b3c6c9,58,99000.0,980,29.153999999999996,2.5,3,3,10,0,1,0,0,1
2548f467373b4f4cb328308a90974718,51,73000.0,448,4.846,2.0,1,2,5,0,0,1,0,2
254900378b9e4560b301eac38f5166d7,67,81000.0,240,18.92,3.0,1,3,1,0,1,0,0,1
254d56f6bfe74a61b256b17fbfd15fca,48,43000.0,574,9.471,4.0,2,2,10,2,0,1,0,0
254e6c47c1a84907a3d21fb3593d569d,81,50000.0,213,10.525714285714285,3.5,3,4,7,0,0,1,0,2
2551b0b1ec404ea89fbaae4c9cce7232,52,46000.0,142,1.7416666666666665,0.0,1,5,6,0,0,1,0,2
25540a042d7d4aabbc464105e6489efb,71,108000.0,322,28.145,5.0,1,2,4,0,1,0,0,1
2555d3d05bdd4d65b3cd2fe3c9b24d12,44,40000.0,180,10.548571428571426,5.0,4,4,7,0,1,0,0,0
2556369f205a4df3a98576db534801a9,43,57000.0,341,16.05,5.0,0,3,2,1,1,0,0,2
2556c2b37ede4b10ab71be2fe6a32d7f,72,73000.0,714,18.236363636363635,4.75,3,3,11,1,0,1,0,0
25617a632ba74cfe84ef220d93dff2d7,67,37000.0,114,4.148333333333333,2.0,2,3,6,0,0,0,1,2
25656382424241009698120962046477,58,63000.0,1717,14.800000000000002,2.0,3,5,5,0,0,1,0,0
25728973953247e0967b02785afeed97,58,70000.0,642,19.921428571428574,6.25,6,6,14,0,0,1,0,0
2572edba34644161b70d0d0f0a4f08f8,58,79000.0,1159,23.577499999999997,3.0,1,2,8,2,1,0,0,1
257cdf8cf4ff419ba42b2baa13f5da17,88,78000.0,1054,18.19666666666667,8.333333333333334,2,2,9,1,1,0,0,1
257ea016615b44b9ba7caca046d0261a,35,54000.0,1124,15.76625,7.4,2,2,8,3,1,0,0,1
2584539e0cdc4fb2b3e5f96a4926be39,19,67000.0,529,16.683750000000003,5.0,1,2,8,1,0,1,0,2
2587453d93c142a78c51f667214ad874,49,64000.0,1152,2.6690909090909094,0.0,0,2,11,0,0,1,0,2
2587a4254c8744288dc5e472119a4274,27,41000.0,856,10.957333333333333,6.0,2,3,15,0,0,1,0,0
2592eba5061344858194f091dea0af7b,73,43000.0,302,2.9633333333333334,0.0,0,2,6,0,1,0,0,2
2593fc0f13c24edc8455c68de6b38eab,26,41000.0,497,3.8255555555555554,0.0,0,2,9,0,1,0,0,2
25a132b5f6604288a53d48a5f2792735,29,53000.0,734,12.980769230769228,5.8,3,3,13,2,0,1,0,0
25a6a2df56ba4a4a9ad898dbf083c6b5,50,52000.0,385,13.358888888888888,3.0,3,3,9,0,0,1,0,0
25a6a84ea8f74fcaac3768c839b1a8a6,58,76000.0,993,19.745,3.5,4,4,12,0,1,0,0,0
25a6c63aec2747b39c62a7a0565ed7b0,37,37000.0,1013,10.724545454545455,5.0,2,3,11,3,1,0,0,0
25aa446cf4ff48b18c9de45c182840d4,30,69000.0,1059,51.90411764705883,3.0,4,4,17,1,1,0,0,0
25adc7b5ab704fcc9f8777ed914234ff,75,92000.0,435,136.09285714285713,5.0,4,4,7,1,0,1,0,1
25af91e1d87248c387b17bcba16372b8,18,31000.0,279,2.81,2.5,2,4,20,0,0,1,0,0
25b16f192a9c418cbc29c814abd62062,54,85000.0,795,20.60769230769231,3.0,3,3,13,2,0,1,0,0
25b56c38ef4e4a138d857697262d6294,49,112000.0,916,28.765454545454542,5.8,4,4,11,1,0,1,0,1
25b6b459f09a4f93841faabcb78a24e5,61,57000.0,1843,3.7182352941176466,2.6666666666666665,2,3,17,1,0,1,0,0
25c258df0487470c8d1cfed9feca14cd,61,119000.0,564,124.62,7.5,1,1,8,2,1,0,0,1
25c34888681c46acb8aff3ef0a842aca,51,79000.0,1496,19.224999999999998,4.0,2,4,6,1,0,1,0,0
25c89cd833a04d51b76510b1ae335476,23,59000.0,486,3.4308333333333336,2.0,1,3,12,1,0,1,0,2
25cbf4fb784e463a99bf0c24588c0aba,37,54000.0,599,37.95681818181819,5.75,3,3,22,1,1,0,0,0
25ce0d7c643f4044bd8da5ddd0d3e861,75,67000.0,304,20.330000000000002,5.0,3,5,4,0,1,0,0,1
25d13cfaeaa94d1e9c72eac919a40e64,81,41000.0,374,2.0774999999999997,0.0,1,3,4,0,0,1,0,2
25d1e76f7c0b43579b0e5a07cc827bf5,74,65000.0,1103,18.0725,5.666666666666667,2,2,8,1,1,0,0,1
25d81869d43045c09ebf32a6696908e6,75,116000.0,507,30.073333333333334,0.0,0,2,3,0,0,1,0,1
25e01569a79f4bf080b447a94cc92e31,63,32000.0,352,2.031428571428571,0.0,1,3,7,0,0,1,0,2
25ea68fd0d5541c4a4b24b16d02e88df,42,34000.0,178,2.928888888888889,0.0,0,3,9,0,0,1,0,2
25f66f03dbcb42f89a31b53d15a8f729,57,98000.0,207,29.7675,5.0,2,3,4,0,1,0,0,1
25ff4f5d2d354e599980dc5fd3f50021,39,61000.0,541,4.11375,2.0,2,4,16,0,0,1,0,0
260e79fc9c0e4c9aad32752767e9d74d,59,70000.0,269,19.645,2.5,2,4,2,0,1,0,0,1
260f7d2ea4c146fca9760a1c54e8ecd4,66,75000.0,936,18.71,3.5,2,4,4,0,0,1,0,1
2617bb645c38463ab5b0353e8e83ce3e,63,94000.0,1136,29.18375,3.5,1,1,8,1,1,0,0,1
261a27512c6b4c8aaa8cfc6fa465f463,36,91000.0,101,28.292499999999997,5.666666666666667,2,4,4,1,0,1,0,1
261e8e8518ef4383b1b1f3243a29c337,38,61000.0,308,17.060000000000002,6.5,2,3,9,0,0,1,0,0
262277a4539a4ebda2d262bd0f6e438b,61,72000.0,437,42.45,5.0,1,2,3,0,0,1,0,1
26275bfb01394582b7b5e49f9d0b7d27,33,40000.0,447,27.938461538461542,5.0,3,3,13,0,1,0,0,0
262ad0fb526a4d53b572007da60cce24,40,53000.0,233,1.634,0.0,1,3,5,0,0,1,0,2
262f64385fbf4b1081b62fcc19e74982,59,55000.0,1584,7.8025,0.0,1,2,4,0,1,0,0,2
2633bf11fcfa48ae8a94398d5239e88d,59,67000.0,310,3.221666666666667,5.0,0,2,6,1,0,1,0,2
26451d397a1b44889c7adcc3a50268df,50,59000.0,298,2.299,5.0,1,1,10,0,0,1,0,2
264f1758fc9744a9badd3906364a598a,57,82000.0,1253,19.55,4.666666666666667,2,4,6,1,0,1,0,1
264f876fe2ff4fbfb9e417dd7c140e96,70,36000.0,637,10.493125000000001,4.0,3,3,16,0,1,0,0,0
265189106dc54eb9863e31f174e66d64,48,32000.0,318,1.7125,0.0,0,3,4,0,1,0,0,2
2651b50d3ae04065b8ee3df543db734e,23,41000.0,397,2.968571428571429,0.0,1,3,7,0,0,1,0,2
26597fda4cf64c70961450d5a5f515a3,37,66000.0,1601,3.983809523809524,3.5,0,4,21,2,0,1,0,0
266271257b10422199198067f9773df6,50,74000.0,416,17.923333333333336,6.0,2,5,3,0,1,0,0,1
2663c7215b864922b7c1675cb9c626f3,49,65000.0,437,68.64666666666666,3.5,1,2,9,1,0,1,0,1
2675f5b204f74dfa8f1ea3ed3282ce8c,44,87000.0,481,21.74083333333333,5.0,3,5,12,0,1,0,0,0
267b167e0b714ae3b4c4216fe0deb31f,72,85000.0,553,20.47,5.0,0,1,1,1,0,1,0,1
267e47de94fd46b1afa96dea1c9d3cbf,28,33000.0,84,0.847142857142857,0.0,1,5,7,0,0,1,0,2
26829118683847c8ae5374b27a1e774d,45,36000.0,1005,7.54235294117647,2.0,2,2,17,1,0,1,0,0
2682bb50eda949cfafb70837c61270d9,32,42000.0,316,0.0,0.0,0,1,0,0,1,0,0,2
268462c0904d48b0b2db3c3d27ea8dd3,89,76000.0,941,18.42222222222222,10.0,2,3,9,1,1,0,0,1
26873f30a4b740e1b1831fc5e76d2fd3,52,32000.0,1612,2.20590909090909,4.0,3,4,22,0,1,0,0,0
269022e1a85746a59d0c6bd1ec8634ab,52,37000.0,246,2.4800000000000004,0.0,0,2,5,0,0,1,0,2
269424f345f6478e822a0ec4aebb97fe,44,55000.0,1556,2.375555555555556,2.0,3,4,18,0,1,0,0,0
2698c067b1d74815bc3a899e301f93e8,55,52000.0,369,21.599999999999998,5.0,1,4,4,0,0,1,0,2
269dce9ba8004504ae3a587a7df9db13,41,100000.0,1090,23.60875,7.0,5,5,8,0,0,1,0,0
26a07f495d214125a9c20158be2afda5,65,75000.0,855,16.734166666666667,7.5,4,5,12,0,1,0,0,0
26a2ab820a234213818a1a15e15eafee,76,78000.0,1279,18.411666666666665,3.5,1,3,6,1,0,1,0,1
26a94cd349bc4367a5d43e7ae4de3355,45,44000.0,1450,2.862307692307693,2.0,2,3,13,0,0,1,0,0
26b829cb9bf64ee7b5fe79a7a7ba1c4d,28,33000.0,441,2.9500000000000006,5.0,1,5,8,0,0,1,0,2
26bfddab97dc45948c64ee63b7be2111,71,86000.0,826,25.746000000000002,7.5,2,4,5,0,1,0,0,1
26c210f0e0c249f597a2a5663d4fead2,69,72000.0,712,18.05166666666667,5.0,2,3,6,0,1,0,0,1
26c3b335700e432d9e2c7d3b4808c197,32,32000.0,378,8.12090909090909,7.5,1,1,11,1,0,1,0,2
26d5c5a4bd894eddbcac85fa88c7e0d8,57,87000.0,365,26.09142857142857,5.0,2,3,7,1,1,0,0,1
26d9fdcb7d1b4b2eb60c7a65f5ba5266,57,64000.0,481,18.037142857142854,5.0,5,5,14,1,0,1,0,0
26dc576d0d0746ddb3c3fd18dce6c904,43,38000.0,97,10.7425,8.333333333333334,2,3,12,1,0,1,0,0
26de843918834f53b73844559b4b90f2,59,34000.0,662,7.421428571428573,2.8,3,4,21,2,0,1,0,0
26df95a49cbd48f3b18bfbb31d240c7c,66,83000.0,364,27.185000000000002,10.0,1,5,2,1,1,0,0,1
26e2866577a944acbf38038321a3dec4,56,88000.0,313,23.2375,10.0,2,4,8,0,1,0,0,1
26e3b1d4b03740bfadb3a245c852548f,74,57000.0,97,11.980000000000002,3.75,4,4,6,0,1,0,0,1
26e8ef90d9d64c919ebbe964781c122f,61,107000.0,605,26.368571428571432,4.25,3,4,7,1,1,0,0,1
26fcd3c2c294477ea0cca9c5906850df,25,59000.0,1010,3.917058823529412,6.666666666666667,3,3,17,0,0,1,0,0
26fd17f8610343a9863c5fe6c287f4e5,77,41000.0,390,2.24,0.0,0,3,8,0,0,1,0,2
26ffde4f42334fe7b162f2186070fe53,68,101000.0,442,25.291666666666668,5.0,2,2,6,1,1,0,0,1
2702f042f8f7405893d0c562e9813342,22,32000.0,175,19.189999999999998,5.0,0,2,4,1,1,0,0,2
2704e553ed8143569367e34c7c620f5f,28,34000.0,785,20.268124999999998,4.333333333333333,4,4,16,0,1,0,0,0
270c6126f02b4419a443f7b0e0c4d276,30,64000.0,809,14.935238095238097,3.75,4,4,21,1,0,1,0,0
2712ab2dbb1d412aa69adba136ef2f7c,51,70000.0,344,2.2775,0.0,1,3,4,0,1,0,0,2
27228232d0a649a1abb48246eb5616f9,47,53000.0,434,0.0,0.0,0,3,0,0,1,0,0,2
27245e1e8db44beaaaf08b20083cc824,48,47000.0,345,11.328333333333335,5.0,3,4,12,1,0,1,0,0
2728be6b92094e9caa4a5c1dae801de6,68,63000.0,160,18.685,4.0,1,3,2,1,0,1,0,2
272dc7a93ed646f1ac585836e869ed02,57,97000.0,358,32.3375,6.5,1,1,4,1,0,1,0,1
27345a9ee74f4ed08dc85495daafddc2,67,89000.0,476,28.477500000000003,5.333333333333333,3,6,8,0,1,0,0,1
2740d12ff4d046c0a45a27652d85963d,66,115000.0,999,32.041666666666664,8.333333333333334,1,3,6,2,1,0,0,1
2741670cdc3e414586958f319321148e,63,61000.0,311,21.296,5.0,3,4,5,0,0,1,0,1
274d1c34654b44e18c63042367453f60,48,42000.0,982,12.613846153846152,3.0,2,3,13,1,1,0,0,0
27573d3ebc154a48a9cd245ae16b71a2,26,34000.0,258,3.1950000000000003,5.0,0,1,4,1,0,1,0,2
27586221a0a5482b960ac41506d2c316,51,114000.0,673,28.945625,5.0,3,3,16,0,0,1,0,0
275d6ac7d0c84a43a54d4645daa913fd,56,64000.0,376,2.69,0.0,0,2,3,0,0,1,0,2
2768c4eb6ffb4dd09c94f9fb04252d22,30,51000.0,821,16.404999999999998,0.0,2,2,8,0,0,1,0,2
276f46b068304479b621af1a0dcc6f95,54,56000.0,253,0.0,0.0,0,5,0,0,0,1,0,2
277334e21978461f9da3d71a36522fe4,66,60000.0,1285,2.705,2.0,1,2,10,0,1,0,0,0
277895e472da4d1e9eb851b8be60b707,51,75000.0,409,17.713333333333335,5.75,4,4,9,0,0,1,0,0
27793a3c6dfe47cda8ee29432c6f6603,78,66000.0,88,3.4066666666666667,0.0,0,2,3,0,1,0,0,2
277bbd0786eb43818805598ba5640253,77,71000.0,617,18.7,7.5,1,1,5,1,1,0,0,1
277be19fac5f4e9bb5baeb665cc55873,58,85000.0,128,135.43800000000005,10.0,2,5,5,0,0,1,0,1
277d5c3110104e278963d796465f45a8,64,107000.0,904,27.857142857142858,5.0,3,5,7,1,1,0,0,1
27846a455b1b43a9a4f01b70b37dd781,53,81000.0,326,21.983333333333334,3.6666666666666665,2,2,3,1,0,1,0,1
27877b28fd5743e6a8b828227e878113,68,92000.0,412,26.544545454545457,6.75,4,4,11,0,1,0,0,1
2791079b898e42e8aa9af29483eb1d35,65,72000.0,274,17.184545454545454,2.0,2,2,11,1,1,0,0,1
27920c5d12634b278ff089b05772f013,85,72000.0,946,14.008333333333335,7.5,4,5,6,0,1,0,0,1
27955fd02c4249469d4a74cc5475029c,67,88000.0,711,22.444,5.666666666666667,2,3,10,1,0,1,0,1
27a28354145d4e26b5cc34c61e414ebc,75,68000.0,104,20.83,0.0,0,4,2,0,1,0,0,2
27a40cc752e647a48175cf58244187ba,53,94000.0,260,19.51666666666667,5.0,1,3,3,1,0,1,0,1
27a46d6249d1469686d1a3ef57486d06,60,88000.0,673,25.46090909090909,4.2,4,5,11,1,1,0,0,1
27aa749a6f5f448e91327028a2ac7fb5,32,38000.0,1106,9.575,8.333333333333334,3,4,18,1,0,1,0,0
27af52d345d4495fa34cf88ae428e768,61,61000.0,439,16.935,5.0,2,4,2,0,1,0,0,1
27b1ef03d0b24290bd6eb37a30431e80,70,57000.0,375,2.9653846153846155,0.0,0,2,13,0,1,0,0,2
27b2dc1b194f4451b0966de7a29c55a9,78,78000.0,322,20.7975,2.0,1,2,4,2,1,0,0,1
27bfffa9acd44dcb8fb69066190fb935,76,40000.0,1106,3.948888888888889,3.5,2,2,9,1,0,1,0,0
27cb665ec6754c2b8731f37deefb229c,51,67000.0,268,17.96272727272727,4.0,2,2,11,0,1,0,0,1
27d083732f2d4b74bbd1d31f94dbbb41,95,65000.0,371,18.225,0.0,0,5,2,0,1,0,0,2
27d2cbe01e6b4732b02dd7988f4bc695,51,41000.0,673,10.81090909090909,4.333333333333333,3,4,11,0,1,0,0,0
27dc0c59b79c4ceeb2ef08f91c51a70e,59,39000.0,1188,3.0577777777777775,0.0,0,1,9,0,1,0,0,2
27dcaf139e2f42cc8325f09ea090cdf9,54,107000.0,625,32.126666666666665,3.0,1,1,3,0,1,0,0,1
27e24d4d58c0473894035e6e0a74849e,27,45000.0,860,10.764285714285712,4.4,5,6,21,0,1,0,0,0
27e698850e99408abf02b46f834083f5,74,104000.0,393,24.865000000000002,10.0,1,4,2,0,1,0,0,1
27e7bc8c5bae4b8b908de6de1fb818f5,79,112000.0,813,27.060000000000002,7.333333333333333,2,2,6,1,0,1,0,1
27e9b15f6003425495278e6aa2ea2366,41,64000.0,1062,15.112307692307693,4.0,3,3,13,1,0,1,0,0
27e9d546d7bb4bd2afcf63dd2363e684,71,79000.0,1010,21.321250000000003,2.0,2,3,8,0,1,0,0,1
27fc2e4cd78a4a258b9ef58be528beda,30,31000.0,134,7.62,0.0,0,2,1,0,1,0,0,2
280288f242a04a76a154edc65c315d82,78,92000.0,1031,26.465,6.5,1,1,2,1,1,0,0,1
2814e3e30f2749a1bab4c14ee51de542,22,62000.0,1192,3.3299999999999996,3.0,3,4,10,0,0,1,0,0
2819204bee6744448230fc8e6d0d098e,50,56000.0,379,14.495833333333335,6.25,4,4,12,0,0,1,0,0
281c7fdffd2b4b3eb4662a3b0039b197,72,63000.0,952,10.347999999999999,5.0,3,4,5,0,1,0,0,1
